CUSTNAME,GenderCode,CITY,CREDITCARD_TYPE,CUST_ID,ORDER_ID,ORDER_DATE,ORDER_TIME,AGE,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,GENERATION,portfolio_1,portfolio_2,portfolio_3,portfolio_4,portfolio_5,portfolio_6,portfolio_7,portfolio_8,portfolio_9,portfolio_10,portfolio_11,portfolio_12,portfolio_13,portfolio_14,portfolio_15,portfolio_16,portfolio_17,portfolio_18,portfolio_19,portfolio_20,portfolio_21,portfolio_22,portfolio_23,portfolio_24,portfolio_25,portfolio_26,portfolio_27,portfolio_28,portfolio_29
Lynette Garcia,Mrs.,Los Angeles,Diners Club,15209,14829,2016-3-3 00:00:00.000,2016.3.3 3:50,60,Complete,Phone,Occasional,Baby_Boomers,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate Spellman,Mrs.,Los Angeles,Diners Club,15210,14830,2016-7-9 00:00:00.000,2016-7-9 10:57:6.020,44,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate Spellman,Mrs.,Los Angeles,Diners Club,15210,14831,2016-9-9 00:00:00.000,2016.9.9 19:14,44,Abandoned,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate Spellman,Mrs.,Los Angeles,Diners Club,15210,14832,2016-6-17 00:00:00.000,2016.6.17 4:04,44,Complete,Phone,Occasional,Gen_X,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kate Spellman,Mrs.,Los Angeles,Diners Club,15210,14833,2016-8-1 00:00:00.000,2016.8.1 17:15,44,Cancelled,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kate Spellman,Mrs.,Los Angeles,Diners Club,15210,14834,2016-4-6 00:00:00.000,2016.4.6 17:06,44,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kendall Tran,Miss.,Los Angeles,Discover,15211,14835,2016-9-22 00:00:00.000,2016.9.22 20:18,36,Complete,Phone,Occasional,Gen_Y,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendall Tran,Miss.,Los Angeles,Discover,15211,14836,2016-3-10 00:00:00.000,2016.3.10 14:47,36,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kendall Tran,Miss.,Los Angeles,Discover,15211,14837,2016-12-8 00:00:00.000,2016.12.8 23:01,36,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendall Tran,Miss.,Los Angeles,Discover,15211,14838,2016-8-22 00:00:00.000,2016-8-22 18:20:45.096,36,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cynthia Barton,Mrs.,Los Angeles,VISA,15212,14839,2016-8-22 00:00:00.000,2016.8.22 0:41,age-30,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cynthia Barton,Mrs.,Los Angeles,VISA,15212,14840,2016-1-22 00:00:00.000,2016.1.22 16:49,age-30,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Cynthia Barton,Mrs.,Los Angeles,VISA,15212,14841,2016-10-13 00:00:00.000,2016.10.13 7:06,age-30,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
Cynthia Barton,Mrs.,Los Angeles,VISA,15212,14842,2016-8-13 00:00:00.000,2016.8.13 6:16,age-30,Cancelled,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nicholas Hayes,Mr.,Los Angeles,VISA,15213,14843,2016-9-14 00:00:00.000,2016.9.14 8:31,31,In-Progress,Phone,Occasional,Gen_Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas Hayes,Mr.,Los Angeles,VISA,15213,14844,2016-10-8 00:00:00.000,2016.10.8 17:42,31,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas Hayes,Mr.,Los Angeles,VISA,15213,14845,2016-6-24 00:00:00.000,2016.6.24 14:33,31,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kendall Black,Miss.,Los Angeles,Master Card,15214,14846,2016-11-5 00:00:00.000,2016.11.5 23:46,18,Complete,Desktop,FirstTime,Gen_Z,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
Kendall Black,Miss.,Los Angeles,Master Card,15214,14847,2016-7-27 00:00:00.000,2016.7.27 11:16,18,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kendall Black,Miss.,Los Angeles,Master Card,15214,14848,2016-1-23 00:00:00.000,2016-1-23 5:35:7.056,18,In-Progress,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendall Black,Miss.,Los Angeles,Master Card,15214,14849,2016-7-14 00:00:00.000,2016.7.14 10:44,18,Cancelled,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Barbra Newman,Mrs.,Los Angeles,American Express,15215,14850,2016-6-20 00:00:00.000,2016.6.20 13:39,57,Cancelled,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Barbra Newman,Mrs.,Los Angeles,American Express,15215,14851,2016-2-14 00:00:00.000,2016.2.14 8:13,57,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbra Newman,Mrs.,Los Angeles,American Express,15215,14852,2016-10-5 00:00:00.000,2016.10.5 12:34,57,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Laura Candelaria,Mrs.,Los Angeles,Master Card,15216,14853,2016-3-3 00:00:00.000,2016.3.3 11:55,45,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Laura Candelaria,Mrs.,Los Angeles,Master Card,15216,14854,2016-6-21 00:00:00.000,2016.6.21 9:15,45,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Laura Candelaria,Mrs.,Los Angeles,Master Card,15216,14855,2016-4-19 00:00:00.000,2016.4.19 9:18,45,Complete,Phone,Occasional,Gen_X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laura Candelaria,Mrs.,Los Angeles,Master Card,15216,14856,2016-9-16 00:00:00.000,2016.9.16 6:12,45,In-Progress,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Marcus Desmarais,Mr.,Los Angeles,Diners Club,15217,14857,2016-2-14 00:00:00.000,2016.2.14 19:10,39,Complete,Phone,Occasional,Gen_Y,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Desmarais,Mr.,Los Angeles,Diners Club,15217,14858,2016-2-4 00:00:00.000,2016-2-4 6:4:51.013,39,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Marcus Desmarais,Mr.,Los Angeles,Diners Club,15217,14859,2016-6-12 00:00:00.000,2016.6.12 22:46,39,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Desmarais,Mr.,Los Angeles,Diners Club,15217,14860,2016-11-15 00:00:00.000,2016.11.15 9:56,39,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Desmarais,Mr.,Los Angeles,Diners Club,15217,14861,2016-2-16 00:00:00.000,2016.2.16 13:04,39,Cancelled,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Rosa Adamson,Mrs.,Los Angeles,VISA,15218,14862,2016-10-4 00:00:00.000,2016.10.4 10:58,39,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rosa Adamson,Mrs.,Los Angeles,VISA,15218,14863,2016-12-21 00:00:00.000,2016.12.21 21:14,39,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosa Adamson,Mrs.,Los Angeles,VISA,15218,14864,2016-7-26 00:00:00.000,2016.7.26 2:32,39,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Shaw,Master.,Los Angeles,Diners Club,15219,14865,2016-10-6 00:00:00.000,2016.10.6 12:44,31,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Young Shaw,Master.,Los Angeles,Diners Club,15219,14866,2016-8-15 00:00:00.000,2016.8.15 22:13,31,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Young Shaw,Master.,Los Angeles,Diners Club,15219,14867,2016-4-27 00:00:00.000,2016.4.27 21:02,31,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Holly Vermillion,Mrs.,Los Angeles,JCB,15220,14868,2016-12-28 00:00:00.000,2016.12.28 20:09,19,Complete,Desktop,FirstTime,Gen_Z,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
Holly Vermillion,Mrs.,Los Angeles,JCB,15220,14869,2016-4-7 00:00:00.000,2016.4.7 6:00,19,In-Progress,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megan Lynch,Mrs.,Los Angeles,JCB,15221,14870,2016-5-22 00:00:00.000,2016.5.22 7:29,age-21,Complete,Phone,Frequent,Gen_Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Megan Lynch,Mrs.,Los Angeles,JCB,15221,14871,2016-9-19 00:00:00.000,2016.9.19 18:27,age-21,In-Progress,Desktop,Frequent,Gen_Z,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
Megan Lynch,Mrs.,Los Angeles,JCB,15221,14872,2016-1-13 00:00:00.000,2016.1.13 19:28,age-21,Abandoned,Phone,Frequent,Gen_Z,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Ernest Silva,Mr.,Los Angeles,Diners Club,15222,14873,2016-6-7 00:00:00.000,2016.6.7 14:02,age-48,Complete,Phone,FirstTime,Gen_Z,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
Ernest Silva,Mr.,Los Angeles,Diners Club,15222,14874,2016-3-17 00:00:00.000,2016.3.17 3:37,age-48,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
Ernest Silva,Mr.,Los Angeles,Diners Club,15222,14875,2016-10-10 00:00:00.000,2016.10.10 6:37,age-48,Cancelled,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
Ernest Silva,Mr.,Los Angeles,Diners Club,15222,14876,2016-4-4 00:00:00.000,2016-4-4 1:50:15.096,age-48,Complete,Phone,FirstTime,Gen_Z,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Ernest Silva,Mr.,Los Angeles,Diners Club,15222,14877,2016-5-20 00:00:00.000,2016.5.20 9:39,age-48,Cancelled,Desktop,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joelle Ernst,Mrs.,Los Angeles,American Express,15223,14878,2016-5-23 00:00:00.000,2016.5.23 14:43,31,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joelle Ernst,Mrs.,Los Angeles,American Express,15223,14879,2016-2-1 00:00:00.000,2016.2.1 20:28,31,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laura Bass,Mrs.,Los Angeles,VISA,15224,14880,2016-6-15 00:00:00.000,2016-6-15 1:7:37.037,64,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Laura Bass,Mrs.,Los Angeles,VISA,15224,14881,2016-2-21 00:00:00.000,2016.2.21 3:32,64,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Laura Bass,Mrs.,Los Angeles,VISA,15224,14882,2016-7-16 00:00:00.000,2016.7.16 10:08,64,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Laura Bass,Mrs.,Los Angeles,VISA,15224,14883,2016-1-8 00:00:00.000,2016-1-8 23:55:4.037,64,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Denise Woodbury,Mrs.,Los Angeles,Diners Club,15225,14884,2016-7-14 00:00:00.000,2016.7.14 23:33,41,Complete,Phone,Occasional,Gen_Y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denise Woodbury,Mrs.,Los Angeles,Diners Club,15225,14885,2016-8-23 00:00:00.000,2016.8.23 0:37,41,Cancelled,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaime Rosenberg,Master.,Los Angeles,Diners Club,15226,14886,2016-3-22 00:00:00.000,2016.3.22 4:08,age-39,Complete,Phone,Frequent,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaime Rosenberg,Master.,Los Angeles,Diners Club,15226,14887,2016-2-19 00:00:00.000,2016.2.19 19:22,age-39,Complete,Phone,Frequent,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Jaime Rosenberg,Master.,Los Angeles,Diners Club,15226,14888,2016-9-24 00:00:00.000,2016.9.24 20:16,age-39,Complete,Phone,Frequent,Gen_Z,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dennis Frazee,Mr.,Los Angeles,VISA,15227,14889,2016-2-25 00:00:00.000,2016.2.25 12:26,age-43,Complete,Phone,Frequent,Gen_Z,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Dennis Frazee,Mr.,Los Angeles,VISA,15227,14890,2016-11-11 00:00:00.000,2016.11.11 3:35,age-43,Complete,Phone,Frequent,Gen_Z,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dennis Frazee,Mr.,Los Angeles,VISA,15227,14891,2016-4-17 00:00:00.000,2016.4.17 9:26,age-43,In-Progress,Phone,Frequent,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dennis Frazee,Mr.,Los Angeles,VISA,15227,14892,2016-9-16 00:00:00.000,2016.9.16 10:03,age-43,Complete,Phone,Frequent,Gen_Z,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Brent Rolon,Mr.,Los Angeles,American Express,15228,14893,2016-12-9 00:00:00.000,2016-12-9 2:58:27.088,NA,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brent Rolon,Mr.,Los Angeles,American Express,15228,14894,2016-9-28 00:00:00.000,2016.9.28 7:38,NA,Complete,Phone,Occasional,Gen_Z,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Esperanza Green,Mrs.,Los Angeles,JCB,15229,14895,2016-1-6 00:00:00.000,2016-1-6 17:36:3.016,73,Complete,Desktop,Frequent,Baby_Boomers,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Esperanza Green,Mrs.,Los Angeles,JCB,15229,14896,2016-7-10 00:00:00.000,2016.7.10 18:28,73,Complete,Desktop,Frequent,Baby_Boomers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
Esperanza Green,Mrs.,Los Angeles,JCB,15229,14897,2016-3-27 00:00:00.000,2016.3.27 23:35,73,Abandoned,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Roger Stewart,Mr.,Los Angeles,American Express,15230,14898,2016-9-19 00:00:00.000,2016.9.19 12:06,19,Abandoned,Desktop,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Roger Stewart,Mr.,Los Angeles,American Express,15230,14899,2016-7-25 00:00:00.000,2016.7.25 18:45,19,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Roger Stewart,Mr.,Los Angeles,American Express,15230,14900,2016-11-10 00:00:00.000,2016.11.10 10:21,19,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
Roger Stewart,Mr.,Los Angeles,American Express,15230,14901,2016-12-3 00:00:00.000,2016.12.3 8:25,19,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
Krista Barrera,Mrs.,Los Angeles,American Express,15231,14902,2016-5-14 00:00:00.000,2016.5.14 5:29,49,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Krista Barrera,Mrs.,Los Angeles,American Express,15231,14903,2016-4-15 00:00:00.000,2016.4.15 9:31,49,Complete,Phone,Occasional,Gen_X,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krista Barrera,Mrs.,Los Angeles,American Express,15231,14904,2016-4-3 00:00:00.000,2016.4.3 1:33,49,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Krista Barrera,Mrs.,Los Angeles,American Express,15231,14905,2016-5-4 00:00:00.000,2016.5.4 6:13,49,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Krista Barrera,Mrs.,Los Angeles,American Express,15231,14906,2016-7-11 00:00:00.000,2016.7.11 2:27,49,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pat Spellman,Master.,Los Angeles,VISA,15232,14907,2016-3-28 00:00:00.000,2016.3.28 23:56,27,Complete,Phone,Frequent,Gen_Y,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
Pat Spellman,Master.,Los Angeles,VISA,15232,14908,2016-5-3 00:00:00.000,2016.5.3 8:17,27,Cancelled,Desktop,Frequent,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
Pat Spellman,Master.,Los Angeles,VISA,15232,14909,2016-1-15 00:00:00.000,2016.1.15 8:17,27,Complete,Phone,Frequent,Gen_Y,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Pat Spellman,Master.,Los Angeles,VISA,15232,14910,2016-1-17 00:00:00.000,2016.1.17 18:20,27,Cancelled,Desktop,Frequent,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Pat Spellman,Master.,Los Angeles,VISA,15232,14911,2016-7-4 00:00:00.000,2016.7.4 12:56,27,Complete,Phone,Frequent,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Esmeralda Gonzales,Mrs.,Los Angeles,JCB,15233,14912,2016-4-19 00:00:00.000,2016.4.19 5:48,34,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Esmeralda Gonzales,Mrs.,Los Angeles,JCB,15233,14913,2016-10-23 00:00:00.000,2016.10.23 0:21,34,Cancelled,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Esmeralda Gonzales,Mrs.,Los Angeles,JCB,15233,14914,2016-7-23 00:00:00.000,2016.7.23 0:10,34,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitzi Williams,Mrs.,Los Angeles,Diners Club,15234,14915,2016-5-7 00:00:00.000,2016.5.7 6:36,age-78,Cancelled,Desktop,FirstTime,Gen_Z,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitzi Williams,Mrs.,Los Angeles,Diners Club,15234,14916,2016-2-17 00:00:00.000,2016.2.17 14:46,age-78,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitzi Williams,Mrs.,Los Angeles,Diners Club,15234,14917,2016-4-23 00:00:00.000,2016.4.23 12:46,age-78,In-Progress,Phone,FirstTime,Gen_Z,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Mitzi Williams,Mrs.,Los Angeles,Diners Club,15234,14918,2016-6-10 00:00:00.000,2016.6.10 14:36,age-78,Cancelled,Phone,FirstTime,Gen_Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Monroe Gonzalez,Mr.,Los Angeles,Discover,15235,14919,2016-8-24 00:00:00.000,2016.8.24 11:32,43,Cancelled,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monroe Gonzalez,Mr.,Los Angeles,Discover,15235,14920,2016-4-24 00:00:00.000,2016.4.24 7:02,43,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe Gonzalez,Mr.,Los Angeles,Discover,15235,14921,2016-9-17 00:00:00.000,2016-9-17 4:18:37.057,43,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe Gonzalez,Mr.,Los Angeles,Discover,15235,14922,2016-1-1 00:00:00.000,2016.1.1 4:12,43,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Myrtle Roles,Mrs.,Los Angeles,American Express,15236,14923,2016-6-1 00:00:00.000,2016-6-1 4:37:31.057,62,In-Progress,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Myrtle Roles,Mrs.,Los Angeles,American Express,15236,14924,2016-9-9 00:00:00.000,2016.9.9 17:42,62,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Myrtle Roles,Mrs.,Los Angeles,American Express,15236,14925,2016-8-20 00:00:00.000,2016.8.20 21:26,62,Cancelled,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
